id,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month
36635822,187362453,2018/5/1,within an hour,100%,50%,f,t,f,Loretteville,46.85053,-71.36793,Private room in loft,Private room,1,1 private bath,1,$100.00,30,365,365,1,0,f,0.04
36643581,181671343,2018/3/31,within an hour,100%,100%,t,t,t,Neufchâtel-Est/Lebourgneuf,46.84102,-71.31119,Private room in condominium,Private room,2,1 shared bath,1,$39.00,1,14,0,24,4.96,t,1.02
36659063,185937915,2018/4/23,within an hour,100%,99%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81414,-71.21247,Entire apartment,Entire home/apt,4,1 bath,3,$362.00,1,1125,268,63,4.97,t,2.69
36659543,185937915,2018/4/23,within an hour,100%,99%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81271,-71.2119,Entire apartment,Entire home/apt,6,2 baths,3,$333.00,1,1125,262,40,4.98,t,1.83
36669993,275617901,2019/7/12,N/A,N/A,N/A,f,t,f,Saint-Jean-Baptiste,46.81238,-71.21877,Entire apartment,Entire home/apt,4,1 bath,1,$77.00,1,1125,147,91,4.49,t,3.82
36676136,262862180,2019/5/19,N/A,N/A,N/A,f,t,f,Saint-Émile,46.88321,-71.33437,Entire apartment,Entire home/apt,6,1 bath,3,$50.00,1,1125,319,79,4.7,t,3.29
36692612,142634903,2017/7/26,N/A,N/A,N/A,f,t,t,Maizerets,46.84293,-71.22768,Private room in apartment,Private room,2,1 shared bath,1,$45.00,2,1125,0,3,4.67,f,0.13
36696564,142634903,2017/7/26,N/A,N/A,N/A,f,t,t,Maizerets,46.8411,-71.22825,Entire apartment,Entire home/apt,4,1 bath,2,$89.00,2,1125,0,8,4.5,f,0.33
36752052,276119615,2019/7/14,N/A,N/A,100%,t,t,t,Saint-Roch,46.81401,-71.22558,Private room in apartment,Private room,2,1 shared bath,1,$70.00,5,12,233,63,4.95,f,2.69
36761684,276319237,2019/7/15,N/A,N/A,N/A,t,t,t,Vieux-Limoilou,46.82577,-71.22837,Private room in bed and breakfast,Private room,2,1 shared bath,1,$57.00,1,1125,0,26,4.96,t,1.13
36771471,276404175,2019/7/15,N/A,N/A,N/A,f,t,f,Neufchâtel-Est/Lebourgneuf,46.83629,-71.33426,Entire house,Entire home/apt,6,2.5 baths,3,$250.00,5,1125,0,0,,f,
36775025,276437031,2019/7/16,within an hour,100%,100%,f,t,t,Saint-Jean-Baptiste,46.80994,-71.22075,Entire apartment,Entire home/apt,2,1 bath,1,$76.00,1,1125,331,105,4.66,t,4.53
36789713,148494903,2017/8/31,N/A,N/A,N/A,t,t,t,L'Aéroport,46.77937,-71.37288,Private room in condominium,Private room,2,1 shared bath,1,$45.00,1,3,0,14,5,f,0.59
36853555,48936700,2015/11/13,N/A,N/A,N/A,f,t,f,Maizerets,46.8403,-71.22324,Private room in apartment,Private room,2,1 shared bath,1,$30.00,1,1125,0,1,3,t,0.05
36867289,26352200,2015/1/19,within a few hours,90%,67%,f,t,t,Saint-Jean-Baptiste,46.8097,-71.22276,Entire apartment,Entire home/apt,2,1 bath,1,$85.00,3,200,351,3,5,f,0.14
36871470,277130799,2019/7/18,N/A,N/A,N/A,f,t,f,Plateau,46.77413,-71.32104,Entire house,Entire home/apt,8,1.5 baths,4,$200.00,2,30,0,8,4.63,t,0.34
36873459,203029897,2018/7/17,within an hour,100%,97%,t,t,t,Cité Universitaire,46.79302,-71.2705,Entire apartment,Entire home/apt,2,1 bath,1,$53.00,3,1125,31,36,4.89,t,1.67
36877360,28249488,2015/2/23,within an hour,100%,99%,f,t,t,Saint-Sauveur,46.8115,-71.23135,Entire apartment,Entire home/apt,4,1 bath,2,$145.00,2,1125,345,29,4.69,t,1.28
36884005,35775015,2015/6/14,within an hour,99%,100%,t,t,t,Saint-Roch,46.81552,-71.22616,Entire loft,Entire home/apt,2,1 bath,1,$98.00,1,1125,336,59,4.81,f,2.51
36904739,130785748,2017/5/17,N/A,N/A,N/A,f,t,t,Vieux-Moulin,46.85108,-71.23274,Entire apartment,Entire home/apt,7,1 bath,3,$228.00,7,60,0,1,5,f,0.06
36908657,260262878,2019/5/6,N/A,N/A,N/A,f,t,t,Chutes-Montmorency,46.87926,-71.16472,Entire apartment,Entire home/apt,2,1 bath,1,$49.00,2,5,0,4,5,f,0.18
36909611,276712643,2019/7/17,N/A,N/A,100%,f,t,f,Saint-Jean-Baptiste,46.80978,-71.21847,Private room in house,Private room,2,1 shared bath,1,$45.00,31,1100,0,22,4.41,t,0.95
36909845,4539492,2012/12/31,N/A,N/A,N/A,f,t,t,Saint-Roch,46.81622,-71.22165,Entire loft,Entire home/apt,4,1.5 baths,2,$179.00,2,1125,0,32,4.97,f,1.52
36910011,130785748,2017/5/17,N/A,N/A,N/A,f,t,t,Vieux-Moulin,46.85172,-71.23234,Entire apartment,Entire home/apt,7,1 bath,3,$169.00,7,60,0,2,4,f,0.09
36913258,272243290,2019/6/29,N/A,N/A,N/A,f,t,t,Neufchâtel-Est/Lebourgneuf,46.83783,-71.32335,Entire apartment,Entire home/apt,4,1 bath,3,$79.00,1,31,0,17,4.35,t,0.72
36938612,376275905,2020/11/19,N/A,N/A,N/A,f,t,f,Saint-Roch,46.81667,-71.21891,Entire loft,Entire home/apt,2,1 bath,1,$117.00,1,1125,249,95,4.72,t,4.34
36942077,193766296,2018/6/5,within an hour,100%,99%,t,t,t,Saint-Roch,46.81642,-71.221,Entire apartment,Entire home/apt,4,1 bath,2,$111.00,1,1125,41,51,4.73,t,2.17
36974624,277967208,2019/7/21,N/A,N/A,N/A,f,t,f,Saint-Sauveur,46.8094,-71.23595,Private room in house,Private room,2,1 shared bath,1,$146.00,2,1125,0,18,4.65,f,0.81
37052300,150029296,2017/9/10,N/A,N/A,N/A,t,t,t,Val-Bélair,46.86598,-71.44062,Entire apartment,Entire home/apt,4,1 bath,2,$51.00,2,10,187,14,5,f,0.6
37084388,268855206,2019/6/15,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81317,-71.21105,Entire apartment,Entire home/apt,2,1 bath,1,$156.00,2,31,120,17,5,t,17
37085546,268855206,2019/6/15,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81418,-71.2099,Entire apartment,Entire home/apt,2,1 bath,1,$141.00,2,1125,90,17,4.88,t,0.73
37085856,47579586,2015/10/27,within an hour,100%,100%,t,t,t,Quartier 4-2,46.87414,-71.28311,Entire apartment,Entire home/apt,9,1 bath,4,$225.00,2,1125,0,54,4.98,t,2.28
37112874,279153285,2019/7/25,within a day,100%,N/A,f,t,f,Vieux-Limoilou,46.82244,-71.22949,Entire apartment,Entire home/apt,2,1 bath,1,$40.00,30,1125,187,0,,f,
37148725,222996683,2018/10/28,N/A,N/A,100%,f,t,t,Duberger-Les Saules,46.81501,-71.31754,Entire apartment,Entire home/apt,4,2 baths,2,$70.00,2,4,0,2,5,f,0.09
37148907,182006149,2018/4/2,within an hour,100%,97%,t,t,t,Saint-Roch,46.81401,-71.22868,Entire apartment,Entire home/apt,6,1 bath,4,$189.00,2,1125,10,60,4.85,t,2.56
37157894,40736086,2015/8/6,within a few hours,100%,73%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81564,-71.20946,Entire apartment,Entire home/apt,10,2.5 baths,7,$322.00,2,1125,264,42,4.88,f,2.18
37209739,280086863,2019/7/28,within an hour,100%,95%,t,t,f,Saint-Louis,46.76209,-71.31026,Entire apartment,Entire home/apt,4,1 bath,2,$110.00,2,30,159,29,4.86,t,1.24
37210945,280087927,2019/7/28,within a day,100%,100%,f,t,t,Quartier 4-3,46.88932,-71.25072,Entire bungalow,Entire home/apt,8,2 baths,5,$250.00,14,21,33,1,4,f,0.04
37328570,64841522,2016/3/29,N/A,N/A,N/A,f,t,f,Cité Universitaire,46.77855,-71.30481,Entire apartment,Entire home/apt,4,1 bath,2,$101.00,2,21,0,4,4.5,f,0.17
37328922,281059923,2019/7/31,within an hour,100%,92%,f,t,t,Saint-Jean-Baptiste,46.81129,-71.21812,Entire apartment,Entire home/apt,3,1 bath,2,$151.00,1,1000,336,19,4.68,t,0.82
37401742,76409469,2016/6/7,within an hour,100%,91%,t,t,t,Sillery,46.78075,-71.2631,Entire guesthouse,Entire home/apt,5,1 bath,3,$90.00,2,30,62,27,4.89,f,1.41
37409574,281888918,2019/8/2,within an hour,100%,98%,f,t,t,Vieux-Limoilou,46.8308,-71.23175,Entire apartment,Entire home/apt,4,1 bath,2,$106.00,2,1125,262,57,4.42,t,2.45
37443285,132323459,2017/5/28,within an hour,100%,99%,t,t,t,Montcalm,46.80018,-71.23628,Entire loft,Entire home/apt,2,1 bath,1,$91.00,2,4,29,158,4.91,f,7.06
37458695,249292109,2019/3/16,within an hour,100%,99%,f,t,t,Saint-Sauveur,46.80868,-71.23677,Entire condominium,Entire home/apt,4,1 bath,1,$90.00,1,30,73,83,4.7,t,3.55
37487481,282810603,2019/8/5,N/A,N/A,N/A,f,t,f,Saint-Sauveur,46.81084,-71.24032,Entire apartment,Entire home/apt,12,2 baths,7,$485.00,90,1125,89,11,4.27,f,0.54
37533621,155746111,2017/10/22,within a few hours,100%,100%,f,t,t,Maizerets,46.8423,-71.22812,Entire apartment,Entire home/apt,6,1 bath,2,$45.00,3,1125,0,11,4.64,f,0.5
37535868,87143627,2016/7/31,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81306,-71.20339,Entire apartment,Entire home/apt,2,1 bath,1,$151.00,3,1125,7,19,5,f,1.01
37676393,284731705,2019/8/11,within an hour,100%,98%,f,t,f,Saint-Jean-Baptiste,46.80827,-71.22335,Entire apartment,Entire home/apt,4,1 bath,2,$117.00,2,1125,176,35,4.23,f,1.55
37707198,284998802,2019/8/12,within an hour,99%,99%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81587,-71.20445,Entire apartment,Entire home/apt,8,2.5 baths,4,$500.00,1,1125,285,33,4.94,t,2.7
37719411,45513795,2015/10/1,within a few hours,100%,82%,f,t,t,Quartier 5-4,46.871,-71.19055,Entire house,Entire home/apt,6,2 baths,3,$175.00,2,1125,0,24,4.78,t,1.09
37770287,193766296,2018/6/5,within an hour,100%,99%,t,t,t,Saint-Roch,46.81658,-71.22104,Entire apartment,Entire home/apt,4,1 bath,2,$138.00,1,1125,47,91,4.85,t,4.11
37775697,285716624,2019/8/14,N/A,N/A,N/A,f,t,f,Saint-Sauveur,46.81252,-71.23626,Entire apartment,Entire home/apt,6,1 bath,2,$195.00,3,7,0,3,5,f,0.14
37812221,278009176,2019/7/21,within an hour,100%,93%,t,t,t,Lairet,46.83813,-71.23947,Entire apartment,Entire home/apt,2,1 bath,1,$42.00,32,90,107,9,5,f,0.41
37830452,128675645,2017/5/3,within an hour,100%,100%,t,t,t,Saint-Roch,46.81343,-71.22845,Entire apartment,Entire home/apt,6,1 bath,3,$175.00,1,30,180,65,4.92,t,2.83
37856946,135924272,2017/6/19,within a day,100%,0%,t,t,t,Val-Bélair,46.83673,-71.40072,Private room in house,Private room,4,1 private bath,2,$60.00,7,21,20,16,4.94,f,0.7
37857515,28754730,2015/3/4,within an hour,99%,100%,f,t,t,Loretteville,46.8498,-71.36312,Entire apartment,Entire home/apt,4,1 bath,1,$59.00,31,1125,350,3,5,f,0.16
37913084,83151318,2016/7/11,within an hour,100%,82%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81519,-71.20786,Entire house,Entire home/apt,2,1 bath,2,$33.00,30,365,60,3,4.33,f,0.69
37943045,28425270,2015/2/26,N/A,N/A,N/A,f,t,f,Neufchâtel-Est/Lebourgneuf,46.847,-71.30555,Entire townhouse,Entire home/apt,4,2 baths,2,$150.00,2,1125,0,0,,f,
37947238,211869209,2018/8/26,N/A,N/A,N/A,f,t,f,Lac-Saint-Charles,46.88463,-71.3789,Entire apartment,Entire home/apt,4,1 bath,2,"$1,500.00",30,80,0,0,,t,
37964681,44020326,2015/9/12,within an hour,92%,94%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81543,-71.20433,Entire apartment,Entire home/apt,6,2 baths,3,$368.00,1,1125,332,72,4.83,t,3.25
37991504,28249488,2015/2/23,within an hour,100%,99%,f,t,t,Duberger-Les Saules,46.8065,-71.31846,Entire apartment,Entire home/apt,6,1 bath,3,$79.00,31,325,278,18,4.56,t,0.82
38000383,28750258,2015/3/4,N/A,N/A,N/A,f,t,f,Saint-Jean-Baptiste,46.81121,-71.22246,Private room in apartment,Private room,2,1 shared bath,1,$85.00,1,1125,0,3,4.67,f,0.13
38071819,130785748,2017/5/17,N/A,N/A,N/A,f,t,t,Maizerets,46.84971,-71.23197,Private room in apartment,Private room,3,1 shared bath,2,$49.00,32,1125,0,6,4.17,f,0.27
38103663,45513795,2015/10/1,within a few hours,100%,82%,f,t,t,Quartier 5-4,46.86976,-71.18942,Private room in house,Private room,2,1 shared bath,1,$40.00,1,1125,0,2,5,f,0.1
38121603,42526334,2015/8/25,within an hour,100%,100%,f,t,t,Maizerets,46.83736,-71.22007,Entire apartment,Entire home/apt,2,1 bath,1,$65.00,2,1125,119,6,5,f,0.28
38131734,285840276,2019/8/14,within an hour,100%,93%,t,t,f,Saint-Émile,46.87344,-71.33548,Entire apartment,Entire home/apt,4,1 bath,2,$80.00,3,1125,315,23,5,t,1.02
38137198,289755751,2019/8/28,N/A,N/A,100%,f,t,t,Saint-Roch,46.81306,-71.22772,Entire apartment,Entire home/apt,8,1 bath,5,$500.00,1,1125,306,50,4.52,t,2.34
38156639,130785748,2017/5/17,N/A,N/A,N/A,f,t,t,Vieux-Moulin,46.85114,-71.23067,Private room in apartment,Private room,3,1 shared bath,1,$44.00,32,1125,0,1,5,f,0.05
38184952,290158942,2019/8/29,within an hour,100%,88%,f,t,t,Saint-Jean-Baptiste,46.81248,-71.21792,Entire condominium,Entire home/apt,4,1 bath,1,$77.00,1,600,347,16,4.5,t,0.79
38185474,290162457,2019/8/29,within a few hours,100%,100%,f,t,t,Sillery,46.78242,-71.25715,Private room in house,Private room,2,1 shared bath,1,$32.00,31,1125,340,1,5,t,0.05
38190316,215443411,2018/9/14,N/A,N/A,N/A,f,t,f,Loretteville,46.84608,-71.36088,Entire house,Entire home/apt,8,1 bath,2,$111.00,1,1125,0,1,5,t,0.06
38253009,75740727,2016/6/4,within an hour,100%,54%,t,t,t,Quartier 5-4,46.85882,-71.1914,Entire house,Entire home/apt,10,2 baths,7,$267.00,2,1125,280,88,4.93,f,4.07
38261167,269004540,2019/6/16,within an hour,100%,99%,t,t,t,Saint-Roch,46.8118,-71.2246,Entire apartment,Entire home/apt,2,1 bath,1,$130.00,1,365,356,30,4.83,t,1.35
38288779,24233029,2014/11/27,within an hour,100%,100%,t,t,t,Lairet,46.83255,-71.23923,Entire loft,Entire home/apt,2,1 bath,1,$75.00,2,1125,0,44,4.84,t,1.99
38298156,130131213,2017/5/13,N/A,N/A,N/A,f,t,f,Duberger-Les Saules,46.81969,-71.30486,Private room in house,Private room,3,2.5 baths,2,$85.00,1,2,0,0,,t,
38317062,1312217,2011/10/19,within an hour,100%,92%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81353,-71.20842,Entire apartment,Entire home/apt,4,1 bath,1,$149.00,2,32,136,106,4.94,f,5.1
38330621,291677076,2019/9/3,N/A,N/A,N/A,f,t,f,Cité Universitaire,46.78545,-71.26555,Private room in apartment,Private room,3,1 private bath,1,$79.00,1,7,0,2,3.5,t,0.09
38356014,130785748,2017/5/17,N/A,N/A,N/A,f,t,t,Vieux-Moulin,46.85117,-71.23203,Private room in apartment,Private room,3,1 shared bath,1,$42.00,32,1125,0,5,4.8,f,0.22
38414159,241075111,2019/2/4,within an hour,93%,100%,f,t,t,Saint-Jean-Baptiste,46.81228,-71.21888,Entire condominium,Entire home/apt,2,1 bath,1,$108.00,1,1125,289,67,4.55,t,3.07
38424255,45514378,2015/10/1,within an hour,100%,100%,t,t,f,Sillery,46.78452,-71.24631,Private room in bungalow,Private room,1,1 shared bath,1,$33.00,1,30,168,31,4.48,t,1.4
38493989,293538463,2019/9/9,within an hour,100%,99%,f,t,t,Chutes-Montmorency,46.88259,-71.16053,Entire house,Entire home/apt,10,2 baths,5,$169.00,1,1125,115,64,4.69,t,3.08
38515759,32976430,2015/5/9,within an hour,100%,84%,f,t,t,Lairet,46.83916,-71.23725,Entire apartment,Entire home/apt,4,1 bath,2,$52.00,2,64,276,39,4.69,f,1.86
38539078,293945664,2019/9/11,within an hour,100%,93%,t,t,f,Maizerets,46.84402,-71.23381,Entire guesthouse,Entire home/apt,4,1 bath,2,$111.00,2,1125,304,27,4.96,t,1.23
38548731,294097963,2019/9/11,within a day,100%,0%,f,t,t,Sillery,46.79044,-71.25082,Room in hotel,Private room,2,1 private bath,1,$90.00,1,1125,179,2,4,f,0.11
38552378,130952807,2017/5/18,N/A,N/A,N/A,f,t,t,Lairet,46.83034,-71.23994,Entire apartment,Entire home/apt,2,1 bath,1,$60.00,1,15,0,34,4.56,t,1.64
38569263,294285617,2019/9/12,within an hour,95%,99%,f,t,t,Saint-Jean-Baptiste,46.8107,-71.21723,Entire apartment,Entire home/apt,8,1.5 baths,3,$250.00,1,1125,92,97,4.72,t,4.56
38623403,70723887,2016/5/6,N/A,N/A,0%,f,t,t,Lac-Saint-Charles,46.92442,-71.3951,Entire house,Entire home/apt,2,1 bath,3,$100.00,2,1125,0,1,5,f,0.06
38639080,294097963,2019/9/11,within a day,100%,0%,f,t,t,Sillery,46.78952,-71.25133,Room in boutique hotel,Private room,2,1 private bath,1,$140.00,1,365,365,0,,f,
38639540,294097963,2019/9/11,within a day,100%,0%,f,t,t,Sillery,46.79044,-71.25082,Private room in nature lodge,Private room,2,1 private bath,1,$115.00,1,365,365,0,,f,
38639962,295038739,2019/9/15,N/A,N/A,100%,f,t,f,Saint-Sauveur,46.81268,-71.23255,Entire condominium,Entire home/apt,4,1 bath,3,$133.00,1,1125,180,18,4.67,t,0.82
38748462,32976430,2015/5/9,within an hour,100%,84%,f,t,t,Lairet,46.84036,-71.23866,Entire apartment,Entire home/apt,4,1 bath,2,$84.00,2,63,328,34,4.79,f,1.61
38760995,296421042,2019/9/19,within an hour,96%,100%,f,t,t,Saint-Jean-Baptiste,46.8121,-71.22103,Entire apartment,Entire home/apt,4,1 bath,2,$78.00,1,1125,121,135,4.34,t,6.22
38775231,296538782,2019/9/20,N/A,N/A,N/A,f,t,f,Saint-Sacrement,46.79587,-71.24245,Entire guesthouse,Entire home/apt,2,1 bath,1,$50.00,2,7,0,3,5,f,0.17
38786605,112769272,2017/1/22,within an hour,100%,99%,t,t,t,Vanier,46.81391,-71.26411,Private room in townhouse,Private room,2,1 shared bath,1,$41.00,3,1125,337,9,4.78,t,1.71
38791885,22349741,2014/10/9,N/A,N/A,100%,f,t,t,Sillery,46.79526,-71.24038,Entire condominium,Entire home/apt,6,1.5 baths,3,$300.00,2,28,0,1,5,f,0.09
38823675,81265666,2016/7/2,N/A,N/A,N/A,f,t,t,Saint-Roch,46.81417,-71.22628,Private room in condominium,Private room,2,1 private bath,1,$50.00,5,7,365,2,3,f,0.1
38866013,297609722,2019/9/24,N/A,N/A,N/A,t,t,f,Maizerets,46.83916,-71.22758,Entire apartment,Entire home/apt,4,1 bath,2,$200.00,4,30,0,15,5,f,0.71
38866142,297614420,2019/9/24,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81563,-71.20262,Entire apartment,Entire home/apt,6,1 bath,3,$199.00,1,1125,308,108,4.63,t,5.04
38880050,110490907,2017/1/8,N/A,N/A,N/A,f,t,f,L'Aéroport,46.78037,-71.37156,Entire condominium,Entire home/apt,2,1 bath,1,$75.00,60,1125,178,0,,f,
38903029,29949666,2015/3/24,within a day,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81048,-71.21088,Entire condominium,Entire home/apt,5,2 baths,3,$135.00,18,180,249,6,5,f,0.29
38905614,288114913,2019/8/22,N/A,N/A,N/A,f,t,t,Saint-Sauveur,46.80993,-71.23865,Private room in apartment,Private room,2,1 shared bath,1,$41.00,2,300,0,8,5,f,0.38
38977040,297360167,2019/9/23,N/A,N/A,100%,f,t,t,Montcalm,46.80463,-71.22618,Entire apartment,Entire home/apt,3,1 bath,0,$49.00,2,90,0,5,4.6,f,0.24
39029233,299087612,2019/9/30,N/A,N/A,N/A,f,t,f,Saint-Sauveur,46.81025,-71.23518,Entire apartment,Entire home/apt,4,1 bath,2,$90.00,2,10,0,2,5,f,0.1
39031725,203156028,2018/7/17,N/A,N/A,N/A,f,t,t,Saint-Sauveur,46.80873,-71.23,Entire apartment,Entire home/apt,2,1 bath,1,$50.00,2,1125,0,13,4.69,t,0.65
39032340,244761484,2019/2/22,N/A,N/A,N/A,f,t,f,Vanier,46.82069,-71.26572,Private room in apartment,Private room,2,1 shared bath,1,$65.00,1,7,0,1,0,f,0.06
39050567,294047764,2019/9/11,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8143,-71.20908,Room in hotel,Hotel room,2,1 bath,1,$225.00,1,30,364,1,4,t,0.05
39100195,299687584,2019/10/3,N/A,N/A,N/A,f,t,f,Maizerets,46.83842,-71.22133,Private room in apartment,Private room,2,1 private bath,1,$53.00,2,10,0,3,5,f,0.16
39114122,299899833,2019/10/3,N/A,N/A,N/A,f,t,f,Saint-Jean-Baptiste,46.80916,-71.21853,Private room in townhouse,Private room,2,1 shared bath,1,$45.00,1,35,0,20,4.4,f,0.98
39170559,283133585,2019/8/6,N/A,N/A,N/A,f,t,f,Neufchâtel-Est/Lebourgneuf,46.85158,-71.3147,Entire guesthouse,Entire home/apt,2,1 bath,1,$32.00,1,1125,0,3,3.67,t,0.14
39178987,115898058,2017/2/11,within a day,100%,N/A,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80942,-71.21052,Entire apartment,Entire home/apt,4,1 bath,2,$95.00,31,1125,217,8,3.33,t,0.39
39184753,300670750,2019/10/7,within an hour,100%,67%,f,t,t,Sillery,46.77613,-71.24872,Entire guesthouse,Entire home/apt,3,1 bath,2,$80.00,30,1125,326,2,5,f,2
39193249,300742065,2019/10/7,N/A,N/A,N/A,t,t,t,Maizerets,46.83945,-71.22691,Entire loft,Entire home/apt,2,1 bath,1,$46.00,1,1125,0,32,4.84,f,1.52
39202382,300819574,2019/10/7,within an hour,100%,97%,t,t,t,Saint-Roch,46.81528,-71.22168,Entire condominium,Entire home/apt,8,2 baths,4,$280.00,2,1125,333,54,4.98,f,2.56
39202500,219886623,2018/10/10,N/A,N/A,N/A,f,t,t,Saint-Sauveur,46.8141,-71.2428,Private room in apartment,Private room,4,1 shared bath,1,$70.00,1,1125,365,1,3,f,0.05
39228394,216549884,2018/9/21,N/A,N/A,N/A,f,t,t,Vanier,46.81499,-71.24353,Entire apartment,Entire home/apt,4,1 bath,2,$60.00,2,1125,0,6,4.83,t,0.29
39229439,301107067,2019/10/8,N/A,N/A,N/A,f,t,f,Vanier,46.81767,-71.25732,Entire condominium,Entire home/apt,10,2 baths,6,$129.00,1,1125,0,6,4.67,t,0.32
39251814,298095292,2019/9/26,within an hour,100%,100%,f,t,t,Saint-Roch,46.81348,-71.22755,Entire apartment,Entire home/apt,4,1 bath,1,$109.00,2,1125,180,29,4.66,f,1.56
39253617,301329842,2019/10/9,within a day,100%,90%,f,t,f,Saint-Jean-Baptiste,46.80825,-71.22431,Entire apartment,Entire home/apt,4,1 bath,2,$120.00,2,1125,179,19,4.05,f,0.99
39334293,138426974,2017/7/3,N/A,N/A,50%,f,t,t,Quartier 4-5,46.85655,-71.27731,Entire house,Entire home/apt,6,2 baths,3,$70.00,2,30,0,9,4.78,t,0.49
39367687,41288866,2015/8/12,N/A,N/A,N/A,f,t,f,Maizerets,46.83558,-71.21741,Entire apartment,Entire home/apt,4,1 bath,2,$250.00,2,1125,0,1,5,f,0.1
39370582,130289479,2017/5/14,within an hour,100%,100%,t,t,t,Saint-Roch,46.81389,-71.22713,Entire apartment,Entire home/apt,5,1 bath,3,$342.00,2,1125,354,1,5,t,0.37
39460498,301304635,2019/10/9,within a day,80%,100%,f,t,t,Vanier,46.81383,-71.25782,Private room in house,Private room,2,1 bath,1,$40.00,1,1125,162,0,,f,
39465891,159395142,2017/11/20,N/A,N/A,N/A,t,t,f,Vieux-Limoilou,46.82052,-71.22437,Private room in apartment,Private room,2,1 shared bath,1,$49.00,1,1125,0,13,5,t,0.63
39467253,300742065,2019/10/7,N/A,N/A,N/A,t,t,t,Maizerets,46.83943,-71.22718,Entire loft,Entire home/apt,2,1 bath,0,$46.00,2,1125,0,5,4.8,t,0.24
39481493,27326825,2015/2/6,within an hour,100%,100%,f,t,t,Saint-Roch,46.81195,-71.23028,Entire apartment,Entire home/apt,4,1 bath,2,$178.00,2,1125,0,15,4.67,t,0.83
39483751,50652393,2015/12/6,within an hour,100%,95%,t,t,t,Quartier 5-4,46.85769,-71.1953,Entire house,Entire home/apt,9,2 baths,5,$350.00,2,10,4,5,5,t,0.46
39502636,296372882,2019/9/19,N/A,N/A,N/A,f,t,t,Plateau,46.76852,-71.30314,Entire condominium,Entire home/apt,4,1 bath,2,$130.00,2,1125,0,4,5,f,0.22
39503835,206157337,2018/7/30,within an hour,100%,85%,t,t,t,Saint-Roch,46.81042,-71.22816,Entire condominium,Entire home/apt,2,1 bath,1,$60.00,31,1125,315,1,5,f,1
39508525,303526174,2019/10/20,N/A,N/A,N/A,f,t,f,Chutes-Montmorency,46.87706,-71.15779,Shared room in apartment,Shared room,2,1 shared bath,1,$23.00,1,1125,0,0,,t,
39509916,47740051,2015/10/29,N/A,N/A,N/A,f,t,t,Saint-Roch,46.81799,-71.22717,Private room in apartment,Private room,2,1 shared bath,2,$60.00,1,2,0,1,5,t,0.05
39549816,165085259,2017/12/31,N/A,N/A,25%,f,t,t,Maizerets,46.83945,-71.22462,Entire apartment,Entire home/apt,4,1 bath,2,$80.00,3,1125,254,2,5,f,0.1
39586113,125739306,2017/4/13,N/A,N/A,N/A,f,t,t,Saint-Louis,46.75813,-71.28954,Entire apartment,Entire home/apt,2,1 bath,2,$40.00,10,1125,0,0,,t,
39600270,3736871,2012/10/2,within a few hours,100%,89%,t,t,f,Saint-Jean-Baptiste,46.80867,-71.22302,Private room in apartment,Private room,2,1 shared bath,1,$65.00,1,1125,54,43,5,f,2.1
39622177,264706875,2019/5/28,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81208,-71.21088,Entire loft,Entire home/apt,2,1 bath,1,$28.00,30,1125,32,40,4.95,f,2.47
