id,host_id,host_response_time,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month,year,host_acceptance_rate,host_response_rate,price_boxcox,weights
31989777,200225447,within a day,t,t,t,Saint-Sauveur,46.80893,-71.23018,Entire apartment,Entire home/apt,4,1 bath,2,129,2,1125,18,15,4.6,f,0.63,3,100,100,4.8598124044,1
32020742,194055805,within an hour,f,t,t,Quartier 4-6,46.83739,-71.25629,Shared room in apartment,Shared room,2,1 shared bath,1,50,1,1125,36,8,4.57,f,0.27,3,100,100,3.9120230054,1
32032991,47801052,within a few hours,t,t,t,Quartier 5-4,46.86747,-71.18256,Entire house,Entire home/apt,16,2.5 baths,8,700,2,1124,188,4,4.75,f,0.18,6,71,100,6.551080335,1
32080147,240586676,within an hour,f,t,t,Vieux-Limoilou,46.83048,-71.23238,Entire apartment,Entire home/apt,4,1 bath,2,114,1,1125,334,99,4.66,t,3.41,2,100,100,4.7361984484,1
32080984,240593505,within an hour,t,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81361,-71.2025,Private room in apartment,Private room,2,1 shared bath,1,96,2,1125,167,40,4.98,f,1.47,2,100,100,4.5643481915,1
32112050,194055805,within an hour,f,t,t,Quartier 4-6,46.83904,-71.25634,Shared room in condominium,Shared room,2,1 shared bath,1,100,1,1125,179,3,5,f,0.13,3,100,100,4.605170186,1
32119697,189030260,within a few hours,f,t,t,Saint-Sauveur,46.80567,-71.2385,Entire house,Entire home/apt,2,1 bath,1,143,2,30,359,5,5,f,0.2,3,67,100,4.9628446303,1
32190294,194055805,within an hour,f,t,t,Quartier 4-6,46.83899,-71.2551,Shared room in condominium,Shared room,2,1 shared bath,1,80,1,1125,0,3,4,f,0.13,3,100,100,4.3820266347,1
32195060,154199280,within an hour,f,t,t,Saint-Roch,46.81594,-71.2258,Entire apartment,Entire home/apt,4,1 bath,1,120,2,1125,359,52,4.44,t,1.8,4,100,100,4.7874917428,1
32204626,49947368,within an hour,f,t,t,Saint-Roch,46.81299,-71.22643,Entire loft,Entire home/apt,2,1 bath,1,91,2,365,362,60,4.33,t,2.28,6,98,100,4.5108595065,1
32206403,25297811,within a few hours,f,t,f,Saint-Jean-Baptiste,46.81012,-71.22194,Entire apartment,Entire home/apt,6,1 bath,3,176,2,1125,174,103,4.5,f,3.54,7,98,100,5.170483995,1
32208854,180284453,within an hour,t,t,t,Quartier 4-3,46.87034,-71.23634,Private room in bungalow,Private room,2,1 shared bath,1,40,2,1125,0,41,4.98,t,1.4,3,100,100,3.6888794541,1
32233013,150759971,within an hour,f,t,t,Saint-Sauveur,46.81152,-71.2318,Entire apartment,Entire home/apt,8,1 bath,6,255,2,1125,51,111,4.8,t,4.05,4,100,100,5.5412635452,1
32353069,241075111,within an hour,f,t,t,Saint-Jean-Baptiste,46.81055,-71.21857,Entire loft,Entire home/apt,3,1 bath,1,88,1,30,309,108,4.76,t,3.72,2,100,93,4.4773368145,1
32363278,9665972,within an hour,t,t,t,Vieux-Limoilou,46.82415,-71.22849,Entire apartment,Entire home/apt,6,1 bath,3,138,2,1125,243,28,4.93,t,1.09,8,100,100,4.9272536852,1
32370548,21460439,within an hour,t,t,t,Notre-Dame-des-Laurentides,46.92223,-71.35234,Entire apartment,Entire home/apt,4,1 bath,1,70,2,93,0,19,4.89,f,1.03,7,100,100,4.248495242,1
32515631,77511575,within an hour,f,t,t,Quartier 5-2,46.88136,-71.19591,Entire apartment,Entire home/apt,2,1 bath,1,70,2,1125,144,84,4.92,f,2.95,5,100,100,4.248495242,1
32575925,244819906,a few days or more,f,t,f,Plateau,46.77368,-71.31712,Entire apartment,Entire home/apt,4,1.5 baths,1,99,2,1125,88,2,5,f,0.07,2,0,0,4.5951198501,1
32576354,36902486,within an hour,t,t,t,Neufchâtel-Est/Lebourgneuf,46.86469,-71.34033,Entire house,Entire home/apt,5,2 baths,3,110,3,30,28,9,5,t,0.76,6,100,100,4.7004803658,1
32604561,11886075,within an hour,f,t,t,Saint-Roch,46.81618,-71.22155,Entire condominium,Entire home/apt,4,1 bath,3,128,3,1125,151,2,5,t,0.49,7,100,100,4.8520302639,1
32605370,110956927,within an hour,f,t,t,Saint-Jean-Baptiste,46.80743,-71.22362,Entire apartment,Entire home/apt,6,1 bath,3,137,2,1125,175,111,4.26,f,3.91,4,100,100,4.9199809258,1
32633171,80285922,within an hour,t,t,t,Chutes-Montmorency,46.87897,-71.15459,Entire apartment,Entire home/apt,4,1 bath,2,63,1,1125,283,81,4.84,t,3.34,5,100,100,4.1431347264,0.7555773432
32637105,40736086,within a few hours,t,t,t,Vieux-Limoilou,46.82399,-71.22777,Entire apartment,Entire home/apt,6,1 bath,3,100,28,1125,241,25,4.52,f,0.95,6,73,100,4.605170186,1
32665010,31635144,a few days or more,f,t,t,Saint-Jean-Baptiste,46.80509,-71.22471,Private room in apartment,Private room,2,2 baths,2,34,1,1125,173,36,4.83,t,1.43,6,100,0,3.5263605246,0.5796255618
32749461,50652393,within an hour,t,t,t,Quartier 5-4,46.859,-71.19344,Entire house,Entire home/apt,16,3 baths,10,414,2,1125,150,40,4.9,t,1.5,6,95,100,6.0258659738,0.6834687603
32764300,76434719,within a day,t,t,t,Quartier 5-2,46.89155,-71.19409,Entire house,Entire home/apt,8,2.5 baths,5,282,6,30,23,11,5,f,0.46,5,80,100,5.6419070709,1
32785084,9665972,within an hour,t,t,t,Vieux-Limoilou,46.825,-71.2288,Entire apartment,Entire home/apt,3,1 bath,2,118,2,1125,289,13,5,t,0.46,8,100,100,4.7706846245,1
32888524,246247494,within an hour,f,t,t,Saint-Roch,46.81287,-71.22845,Entire apartment,Entire home/apt,6,1 bath,3,142,1,1125,35,196,4.68,t,7.09,2,99,100,4.9558270576,1
33107392,26179404,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81539,-71.20381,Entire condominium,Entire home/apt,4,1 bath,1,150,3,124,152,17,4.82,f,0.79,6,95,100,5.0106352941,1
33108183,249204829,within an hour,t,t,t,Saint-Jean-Baptiste,46.81194,-71.21998,Entire apartment,Entire home/apt,8,1 bath,4,173,1,1125,169,209,4.83,t,8.27,2,100,100,5.1532915945,1
33117024,249292109,within an hour,f,t,t,Saint-Sauveur,46.80823,-71.23499,Entire apartment,Entire home/apt,4,1 bath,2,100,1,1125,67,180,4.64,t,6.44,2,99,100,4.605170186,1
33135076,9683226,within a few hours,f,t,t,Saint-Louis,46.76034,-71.29241,Entire house,Entire home/apt,6,1.5 baths,3,245,2,14,80,5,5,f,0.27,8,75,100,5.5012582105,1
33163503,249292109,within an hour,f,t,t,Saint-Sauveur,46.80719,-71.23652,Entire apartment,Entire home/apt,4,1 bath,1,100,1,1125,80,159,4.57,t,5.69,2,99,100,4.605170186,1
33221779,27326825,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81604,-71.21481,Entire apartment,Entire home/apt,6,2 baths,4,313,2,1125,143,75,4.84,t,2.78,6,100,100,5.7462031905,1
33222451,88278269,within a few hours,t,t,t,Vieux-Limoilou,46.82685,-71.2327,Entire apartment,Entire home/apt,2,1 bath,1,30,31,1125,216,2,5,f,0.08,5,91,100,3.4011973817,0.7919393333
33261106,104604964,within a few hours,t,t,t,Vanier,46.81729,-71.26517,Entire apartment,Entire home/apt,4,1 bath,2,109,32,1125,247,45,4.98,f,1.67,5,100,100,4.6913478822,1
33333038,230798113,within an hour,t,t,t,Vieux-Limoilou,46.82135,-71.24222,Entire house,Entire home/apt,6,2 baths,3,149,2,1125,199,79,4.78,t,2.9,3,98,100,5.0039463059,1
33360635,237951891,within an hour,f,t,f,L'Aéroport,46.77237,-71.37814,Private room in house,Private room,2,1.5 shared baths,1,50,1,1125,365,9,4.63,f,0.33,2,50,100,3.9120230054,1
33487207,206157337,within an hour,t,t,t,Chutes-Montmorency,46.87008,-71.17136,Entire condominium,Entire home/apt,4,1 bath,2,65,31,1125,51,1,5,f,0.06,3,85,100,4.1743872699,1
33519660,206157337,within an hour,t,t,t,Vieux-Limoilou,46.82458,-71.22318,Entire loft,Entire home/apt,3,1 bath,1,65,31,1125,333,1,5,f,0.11,3,85,100,4.1743872699,1
33530437,252658754,within an hour,t,t,t,Saint-Jean-Baptiste,46.81218,-71.22186,Entire apartment,Entire home/apt,4,1 bath,2,210,3,180,234,32,5,f,1.4,2,87,100,5.3471075307,1
33577864,156758317,within a day,f,t,t,Saint-Jean-Baptiste,46.80387,-71.2219,Entire apartment,Entire home/apt,2,1 bath,1,45,90,1125,267,1,4,f,0.05,4,0,75,3.8066624898,1
33580608,253034113,within an hour,f,t,f,Vieux-Limoilou,46.82178,-71.22242,Entire apartment,Entire home/apt,4,1 bath,1,120,30,900,266,37,4.46,f,1.36,2,77,100,4.7874917428,1
33632185,88278269,within a few hours,t,t,t,Vieux-Limoilou,46.82805,-71.23438,Entire apartment,Entire home/apt,4,1 bath,2,45,32,1125,311,2,5,f,0.25,5,91,100,3.8066624898,0.8248622878
33634417,169594547,within a few hours,f,t,t,Neufchâtel-Est/Lebourgneuf,46.84555,-71.28241,Private room in apartment,Private room,1,1 shared bath,1,50,30,1125,128,1,5,t,0.12,3,100,100,3.9120230054,1
33652731,253619149,within an hour,t,t,t,Saint-Jean-Baptiste,46.80793,-71.22125,Entire guest suite,Entire home/apt,2,1 bath,1,185,2,1125,217,79,4.96,f,2.93,2,98,100,5.2203558251,1
33705437,253934670,within a few hours,f,t,t,Saint-Jean-Baptiste,46.80949,-71.22458,Entire apartment,Entire home/apt,4,1 bath,2,113,2,1125,179,51,4.24,f,1.98,2,100,90,4.7273878187,1
33711055,55588409,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81694,-71.21023,Entire apartment,Entire home/apt,8,1.5 baths,5,504,2,1125,264,94,4.98,t,3.49,5,100,100,6.2225762681,1
33998077,256709774,within an hour,f,t,t,Saint-Jean-Baptiste,46.80736,-71.22861,Entire apartment,Entire home/apt,5,1 bath,2,81,1,1125,99,119,4.61,t,4.67,2,100,100,4.3944491547,1
34012106,256810074,within an hour,f,t,t,Saint-Jean-Baptiste,46.81114,-71.2188,Entire apartment,Entire home/apt,4,1 bath,2,91,30,400,336,30,4.4,t,1.2,2,100,100,4.5108595065,1
34088136,27326825,within an hour,f,t,t,Saint-Sauveur,46.81057,-71.23197,Entire apartment,Entire home/apt,4,1 bath,2,92,2,1120,148,128,4.74,t,4.78,6,100,100,4.521788577,1
34090326,257422768,within a few hours,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81313,-71.21655,Entire apartment,Entire home/apt,4,1 bath,2,45,30,400,336,28,4.11,f,1.06,2,70,100,3.8066624898,0.9686942357
34116863,257603839,within an hour,t,t,t,Saint-Roch,46.81394,-71.21919,Entire apartment,Entire home/apt,4,1 bath,1,62,1,1125,247,159,4.71,t,5.98,2,100,100,4.127134385,1
34151922,257847428,within an hour,f,t,t,Saint-Jean-Baptiste,46.81293,-71.21871,Entire apartment,Entire home/apt,4,1 bath,2,46,2,300,311,47,4.23,f,1.92,2,81,100,3.8286413965,0.6786061827
34173727,13436781,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80948,-71.20869,Entire condominium,Entire home/apt,4,1 bath,2,214,2,1125,94,9,4.78,f,0.38,7,67,100,5.365976015,1
34198084,123075836,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81149,-71.21112,Entire apartment,Entire home/apt,2,1 bath,1,100,3,1125,141,46,4.59,f,1.84,4,97,100,4.605170186,1
34202512,19909639,within an hour,f,t,t,Saint-Roch,46.81348,-71.22672,Entire apartment,Entire home/apt,4,1 bath,2,109,1,1125,354,106,4.34,t,4.01,7,100,100,4.6913478822,1
34284818,258842231,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81083,-71.20953,Private room in bed and breakfast,Private room,2,1 shared bath,1,80,1,5,2,83,4.98,t,3.19,2,96,100,4.3820266347,1
34315642,259063226,within an hour,f,t,t,Saint-Jean-Baptiste,46.81237,-71.21687,Entire apartment,Entire home/apt,4,1 bath,2,88,1,1000,340,39,4.51,t,1.62,2,91,100,4.4773368145,1
34330479,10023073,within a day,t,t,t,Cité Universitaire,46.77792,-71.28819,Private room in apartment,Private room,1,1 shared bath,1,20,30,1125,359,7,4.71,f,0.33,8,73,75,2.9957322736,0.624065163
34403115,19909639,within an hour,f,t,t,Saint-Roch,46.81425,-71.22578,Entire apartment,Entire home/apt,4,1 bath,2,132,1,1125,320,189,4.69,t,7.22,7,100,100,4.8828019226,1
34440288,23548729,within an hour,t,t,t,Saint-Roch,46.81312,-71.22809,Entire apartment,Entire home/apt,6,1 bath,3,230,2,14,79,40,4.88,f,1.74,7,96,100,5.4380793089,1
34498262,260263163,within a few hours,f,t,t,Saint-Jean-Baptiste,46.8064,-71.22579,Entire apartment,Entire home/apt,4,1 bath,2,160,2,1125,177,59,4.34,f,2.28,2,98,100,5.0751738152,1
34538296,68566877,within an hour,f,t,t,Vieux-Limoilou,46.8248,-71.22888,Entire apartment,Entire home/apt,4,1 bath,2,73,1,1125,290,101,4.78,t,3.88,5,99,100,4.2904594411,1
34545977,241075111,within an hour,f,t,t,Saint-Jean-Baptiste,46.81219,-71.21979,Entire apartment,Entire home/apt,4,1 bath,1,94,1,30,18,58,4.74,t,2.37,2,100,93,4.5432947823,1
34590622,35977231,within an hour,f,t,t,Saint-Sauveur,46.81385,-71.24023,Entire apartment,Entire home/apt,4,1 bath,2,54,31,1125,281,16,4.75,t,0.73,6,95,100,3.9889840466,1
34706792,64101343,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80978,-71.20628,Entire apartment,Entire home/apt,3,1 bath,2,152,2,1125,33,65,4.89,t,2.62,5,100,100,5.0238805208,1
34752896,262087550,within a few hours,f,t,t,Saint-Jean-Baptiste,46.80775,-71.22351,Entire apartment,Entire home/apt,4,1 bath,2,117,2,1125,172,63,4.44,f,2.5,2,97,100,4.7621739348,1
34784561,890834,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81453,-71.2092,Entire condominium,Entire home/apt,5,2.5 baths,3,283,90,1125,264,3,5,t,0.12,10,100,100,5.6454468976,0.4963016347
34785163,262280235,within an hour,f,t,f,Saint-Sauveur,46.80707,-71.23064,Entire apartment,Entire home/apt,4,1 bath,2,122,2,1125,348,26,4.8,t,1.01,2,75,100,4.8040210447,1
34788436,191945449,within a few hours,f,t,t,Montcalm,46.80375,-71.23194,Entire apartment,Entire home/apt,2,1 bath,1,61,1,28,21,43,4.35,f,1.71,3,88,100,4.1108738642,1
34840167,258842231,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81069,-71.21093,Private room in bed and breakfast,Private room,4,1 private bath,2,134,1,5,3,61,4.98,t,2.36,2,96,100,4.8978398,1
34967172,263451999,within an hour,f,t,f,Loretteville,46.84882,-71.36823,Entire apartment,Entire home/apt,6,1 bath,4,118,1,3,226,26,4.85,t,1.26,2,100,100,4.7706846245,1
34971885,263487218,within an hour,f,t,t,Saint-Roch,46.81311,-71.222,Entire house,Entire home/apt,7,1.5 baths,4,171,1,1125,227,166,4.64,f,6.55,2,99,100,5.1416635565,1
35001328,263694434,within a day,f,t,t,Saint-Louis,46.77202,-71.29508,Entire apartment,Entire home/apt,4,1 bath,2,75,7,1125,130,28,4.39,t,1.11,2,100,57,4.3174881135,1
35003441,112420148,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81522,-71.2107,Entire apartment,Entire home/apt,6,1.5 baths,2,200,2,1125,0,53,4.94,f,2.26,4,97,100,5.2983173665,1
35007480,86509992,within an hour,t,t,t,Saint-Sauveur,46.81083,-71.23075,Entire condominium,Entire home/apt,4,1 bath,1,169,1,1125,0,89,4.99,f,3.78,5,91,100,5.1298987149,1
35009297,218488684,within an hour,t,t,t,Quartier 4-5,46.85589,-71.2634,Entire apartment,Entire home/apt,4,1 bath,3,80,2,30,318,55,4.78,t,2.21,3,98,90,4.3820266347,1
35084774,264143745,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81551,-71.20562,Entire house,Entire home/apt,8,1.5 baths,4,234,2,1125,53,47,4.89,t,1.97,2,100,70,5.4553211154,1
35163443,81606373,within an hour,t,t,t,Vieux-Moulin,46.85234,-71.20404,Entire condominium,Entire home/apt,4,1 bath,3,111,3,1125,0,28,4.71,f,1.14,5,90,100,4.7095302013,1
35197813,116457852,within a day,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81244,-71.21203,Entire apartment,Entire home/apt,3,1 bath,1,90,2,1125,155,36,4.51,f,1.47,4,40,50,4.4998096703,1
35232905,123075836,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81178,-71.21262,Entire apartment,Entire home/apt,2,1 bath,1,100,3,1125,24,39,4.56,f,1.65,4,97,100,4.605170186,1
35253797,9741702,within an hour,f,t,t,Duberger-Les Saules,46.81365,-71.31916,Private room in house,Private room,1,1 bath,1,26,32,1125,33,25,4.28,t,1.03,8,100,92,3.258096538,1
35336617,223311665,within an hour,f,t,t,Sillery,46.78749,-71.25527,Entire house,Entire home/apt,4,1 bath,2,99,1,1125,221,145,4.7,t,5.81,3,99,100,4.5951198501,1
35354161,19909639,within an hour,f,t,t,Saint-Sacrement,46.7914,-71.25438,Entire loft,Entire home/apt,2,1 bath,1,36,90,1125,201,1,5,t,0.06,7,100,100,3.5835189385,1
35381351,128621152,within an hour,f,t,t,Saint-Sauveur,46.8058,-71.24595,Entire apartment,Entire home/apt,4,1 bath,2,85,1,1125,54,43,4.51,t,1.76,4,100,97,4.4426512565,1
35490866,23524619,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80349,-71.20862,Entire apartment,Entire home/apt,4,1 bath,2,120,3,14,291,17,4.94,f,0.68,7,100,100,4.7874917428,1
35491654,855452,within an hour,t,t,t,Notre-Dame-des-Laurentides,46.89734,-71.31774,Private room in bed and breakfast,Private room,2,1 private bath,1,105,2,1125,128,18,5,f,0.74,10,100,100,4.6539603502,1
35513756,112769272,within an hour,t,t,t,Vanier,46.81149,-71.26238,Private room in townhouse,Private room,4,1 shared bath,1,39,2,1125,347,37,4.84,t,1.49,4,99,100,3.6635616461,0.5572977234
35518817,44701521,within a few hours,t,t,t,Saint-Sauveur,46.81128,-71.23838,Entire apartment,Entire home/apt,4,1 bath,2,241,31,1125,0,13,4.92,f,0.54,6,62,90,5.4847969335,0.6912067695
35580850,33944312,within an hour,t,t,t,Vanier,46.81525,-71.25288,Entire apartment,Entire home/apt,8,1 bath,3,180,1,1125,330,87,4.75,t,3.51,6,100,100,5.1929568509,1
35633913,268075703,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8141,-71.21199,Entire apartment,Entire home/apt,4,1.5 baths,2,221,1,7,131,55,4.82,t,2.21,2,100,100,5.3981627015,1
35642807,16308082,within an hour,t,t,f,Saint-Roch,46.81294,-71.22048,Entire apartment,Entire home/apt,2,1 bath,1,129,2,1125,102,107,5,f,4.61,7,99,100,4.8598124044,1
35712780,264850683,within a day,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81344,-71.20281,Entire condominium,Entire home/apt,6,2 baths,3,239,1,1125,321,1,5,t,0.04,2,100,50,5.4764635519,1
35712781,264850683,within a day,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81475,-71.20237,Entire condominium,Entire home/apt,6,3 baths,3,714,1,1125,310,2,5,t,0.09,2,100,50,6.5708829623,0.7216959945
35712787,264850683,within a day,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81535,-71.20239,Entire condominium,Entire home/apt,6,2 baths,3,714,1,1125,300,1,5,t,0.05,2,100,50,6.5708829623,0.717623107
35741454,268855206,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8128,-71.21008,Entire apartment,Entire home/apt,2,1 bath,1,150,3,1125,120,16,4.75,t,0.95,2,100,100,5.0106352941,1
35760211,269004540,within an hour,t,t,t,Saint-Sauveur,46.8112,-71.2306,Entire apartment,Entire home/apt,2,1 bath,1,144,1,365,231,40,4.73,t,1.62,2,99,100,4.9698132996,1
35760230,269004540,within an hour,t,t,t,Saint-Sauveur,46.8112,-71.2306,Entire apartment,Entire home/apt,2,1 bath,1,128,1,365,254,67,4.76,t,2.73,2,99,100,4.8520302639,1
35760248,269004540,within an hour,t,t,t,Saint-Sauveur,46.8112,-71.2306,Entire apartment,Entire home/apt,2,1 bath,1,135,1,365,256,51,4.88,t,2.17,2,99,100,4.9052747784,1
35760263,269004540,within an hour,t,t,t,Saint-Sauveur,46.81141,-71.23141,Entire apartment,Entire home/apt,2,1 bath,1,146,1,365,359,57,4.82,t,2.32,2,99,100,4.9836066217,1
35760279,269004540,within an hour,t,t,t,Saint-Sauveur,46.8112,-71.2306,Entire apartment,Entire home/apt,4,1 bath,2,165,1,365,346,45,4.71,t,1.81,2,99,100,5.1059454739,1
35763932,27326825,within an hour,f,t,t,Saint-Roch,46.81216,-71.23028,Entire apartment,Entire home/apt,6,1.5 baths,3,120,2,1125,134,107,4.88,t,4.53,6,100,100,4.7874917428,1
35840830,269004540,within an hour,t,t,t,Saint-Sauveur,46.8112,-71.2306,Entire apartment,Entire home/apt,2,1 bath,1,112,1,365,253,37,4.65,t,1.51,2,99,100,4.7184988713,1
35875314,95148465,within an hour,f,t,t,Loretteville,46.85935,-71.34469,Private room in bungalow,Private room,4,1 shared bath,2,51,2,1125,0,14,4.85,f,0.56,5,94,100,3.9318256327,1
35912761,34543873,within an hour,t,t,t,Neufchâtel-Est/Lebourgneuf,46.85485,-71.28767,Entire bungalow,Entire home/apt,6,1 bath,3,105,2,365,216,5,4.8,f,0.21,6,94,100,4.6539603502,1
35939045,68566877,within an hour,f,t,t,Quartier 4-6,46.84761,-71.24619,Entire house,Entire home/apt,8,1 bath,4,107,30,1125,248,31,4.81,t,1.42,5,99,100,4.6728288345,1
35976102,193766296,within an hour,t,t,t,Saint-Roch,46.81455,-71.2221,Entire apartment,Entire home/apt,4,1 bath,1,109,1,1125,27,73,4.79,t,2.96,3,99,100,4.6913478822,1
35976563,112769272,within an hour,t,t,t,Vanier,46.81279,-71.26133,Private room in townhouse,Private room,4,1.5 baths,1,53,2,1125,152,28,4.75,t,1.14,4,99,100,3.9702919136,0.8289523295
35993964,239812850,within an hour,t,t,f,Vieux-Limoilou,46.82296,-71.24104,Entire loft,Entire home/apt,4,1 bath,2,27,32,1125,32,34,4.94,f,1.4,2,97,100,3.295836866,0.6631598548
35996391,270800587,within a few hours,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81491,-71.20813,Entire apartment,Entire home/apt,4,1 bath,2,211,1,40,22,64,4.95,f,2.64,2,95,100,5.3518581335,1
36015143,269732032,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81495,-71.208,Entire apartment,Entire home/apt,4,1 bath,2,200,2,1125,46,20,4.5,f,1.11,2,83,100,5.2983173665,1
36028225,271047805,within an hour,t,t,f,Sillery,46.76956,-71.27575,Entire apartment,Entire home/apt,2,1 bath,1,88,2,28,149,12,5,t,1.08,2,100,100,4.4773368145,1
36028517,204190789,within a few hours,t,t,t,Quartier 4-2,46.87618,-71.28508,Entire condominium,Entire home/apt,3,1 bath,2,75,3,1125,35,5,4.8,f,0.79,3,81,90,4.3174881135,1
36078088,181671343,within an hour,t,t,t,Neufchâtel-Est/Lebourgneuf,46.84201,-71.31016,Entire apartment,Entire home/apt,4,1 bath,2,74,3,14,0,21,4.9,t,0.88,3,100,100,4.3040650932,1
36106452,43289593,within an hour,f,t,t,Neufchâtel-Est/Lebourgneuf,46.85804,-71.32718,Entire apartment,Entire home/apt,8,1 bath,3,125,2,1125,259,59,4.75,t,2.4,6,100,100,4.8283137373,1
36142335,34462857,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81321,-71.21546,Entire apartment,Entire home/apt,6,1 bath,2,290,2,1125,124,2,5,t,0.09,6,91,93,5.669880923,1
36153139,271931557,within an hour,f,t,t,Saint-Jean-Baptiste,46.80693,-71.22651,Entire apartment,Entire home/apt,4,1 bath,1,55,1,1125,159,67,4.55,t,2.8,2,100,100,4.0073331852,0.8380792799
36210593,40736086,within a few hours,t,t,t,Vieux-Limoilou,46.82334,-71.22745,Entire apartment,Entire home/apt,6,1 bath,3,100,28,1125,365,10,4.8,f,0.43,6,73,100,4.605170186,1
36276356,272833100,within an hour,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80983,-71.20358,Entire apartment,Entire home/apt,4,1 bath,3,129,1,1125,297,34,4.74,t,1.62,2,100,100,4.8598124044,1
36303077,262753300,within an hour,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8032,-71.21043,Entire apartment,Entire home/apt,2,1 bath,1,110,3,50,0,18,4.76,f,0.75,2,100,100,4.7004803658,1
36340536,239812850,within an hour,t,t,f,Vieux-Limoilou,46.82388,-71.24262,Entire apartment,Entire home/apt,4,1 bath,2,75,32,1125,99,29,4.76,f,1.23,2,97,100,4.3174881135,1
36348682,201352950,within an hour,t,t,t,Saint-Sacrement,46.79286,-71.25998,Entire loft,Entire home/apt,2,1 bath,1,71,2,60,39,18,4.83,t,0.76,3,100,100,4.262679877,1
36436263,273945828,within an hour,t,t,f,Saint-Sauveur,46.80579,-71.23519,Entire apartment,Entire home/apt,2,1 bath,1,100,1,1125,173,60,4.82,f,2.47,2,100,100,4.605170186,1
36445622,178929372,within an hour,f,t,f,Lairet,46.83499,-71.25467,Entire house,Entire home/apt,5,1 bath,3,60,1,30,1,88,4.68,t,3.65,3,100,100,4.0943445622,1
36450707,273910993,within an hour,f,t,t,Saint-Sauveur,46.80594,-71.23615,Entire apartment,Entire home/apt,6,1 bath,2,117,1,1125,145,151,4.75,f,6.22,2,98,100,4.7621739348,1
36479379,274282008,within an hour,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81105,-71.20513,Entire apartment,Entire home/apt,4,1 bath,1,75,1,1125,306,30,4.5,t,1.24,2,100,94,4.3174881135,0.8969199722
36519730,180822803,a few days or more,f,t,t,Cité Universitaire,46.77295,-71.30334,Entire condominium,Entire home/apt,4,1 bath,2,40,31,365,220,15,4.33,t,0.62,3,50,10,3.6888794541,1
36555615,193766296,within an hour,t,t,t,Saint-Roch,46.81517,-71.22138,Entire apartment,Entire home/apt,4,1 bath,2,99,1,1125,46,86,4.79,t,3.54,3,99,100,4.5951198501,1
36559633,128675645,within an hour,t,t,t,Saint-Roch,46.81347,-71.22871,Entire apartment,Entire home/apt,6,1 bath,3,195,1,30,339,79,4.9,t,3.33,4,100,100,5.2729995586,1
36560238,128675645,within an hour,t,t,t,Saint-Roch,46.8132,-71.22881,Entire apartment,Entire home/apt,4,1 bath,2,105,1,30,343,58,4.79,t,2.5,4,100,100,4.6539603502,1
36560475,128675645,within an hour,t,t,t,Saint-Roch,46.81229,-71.22826,Entire apartment,Entire home/apt,4,1 bath,2,115,1,30,329,89,4.87,t,3.99,4,100,100,4.7449321284,1
36560762,128675645,within an hour,t,t,t,Saint-Roch,46.81331,-71.22977,Entire apartment,Entire home/apt,4,1 bath,2,115,1,30,328,86,4.9,t,3.62,4,100,100,4.7449321284,1
